orf	target	blast_score	hmmer_score	expect	evalue
Pf3D7_12_v3-1-1020154-1023900	CHEMBL1795143	38.5	92.8	0.010	0.000000000000000000000000004
Pf3D7_12_v3-1-1020154-1023900	CHEMBL4760	30.0	36.8	3.5	0.00000000032
Pf3D7_12_v3-1-1030945-1031385	CHEMBL3696	26.9	13.9	1.7	0.016
Pf3D7_12_v3-1-1037041-1037193	CHEMBL2485	23.9	8.8	1.8	1.2
Pf3D7_12_v3-1-1038253-1038468	CHEMBL325	25.8	9.3	0.86	0.6
Pf3D7_12_v3-1-1038253-1038468	CHEMBL6144	25.8	7.5	0.81	2.2
Pf3D7_12_v3-1-1052740-1052913	CHEMBL4451	25.0	9.7	0.83	0.61
Pf3D7_12_v3-1-1052740-1052913	CHEMBL2816	25.0	9.0	0.87	1.1
Pf3D7_12_v3-1-1052740-1052913	CHEMBL5393	25.0	8.8	0.85	1.2
Pf3D7_12_v3-1-1052740-1052913	CHEMBL1075103	25.0	8.6	0.95	1.4
Pf3D7_12_v3-1-1052740-1052913	CHEMBL1075248	25.0	6.2	0.95	8.3
Pf3D7_12_v3-1-1055134-1055307	CHEMBL2363017	24.3	12.9	1.7	0.067
Pf3D7_12_v3-1-1057972-1058205	CHEMBL5117	23.1	7.6	9.7	2.1
Pf3D7_12_v3-1-1064206-1064364	CHEMBL242	24.6	9.3	0.87	0.72
Pf3D7_12_v3-1-106489-106653	CHEMBL2432	22.3	12.0	7.4	0.13
Pf3D7_12_v3-1-1081039-1083105	CHEMBL5829	42.0	178.6	0.0004	0.00000000000000000000000000000000000000000000000000007
Pf3D7_12_v3-1-1081039-1083105	CHEMBL3871	60.8	141.0	0.0000000005	0.000000000000000000000000000000000000000017
Pf3D7_12_v3-1-1081039-1083105	CHEMBL3038478	40.0	122.3	0.002	0.0000000000000000000000000000000000076
Pf3D7_12_v3-1-1081039-1083105	CHEMBL2111368	39.3	112.4	0.003	0.0000000000000000000000000000000076
Pf3D7_12_v3-1-1081039-1083105	CHEMBL2111410	50.8	75.3	0.0000005	0.0000000000000000000013
Pf3D7_12_v3-1-1081039-1083105	CHEMBL2111409	38.9	54.2	0.003	0.0000000000000031
Pf3D7_12_v3-1-1081039-1083105	CHEMBL2363135	30.4	51.9	1.2	0.000000000000016
Pf3D7_12_v3-1-1081039-1083105	CHEMBL2111422	32.0	41.0	0.57	0.000000000032
Pf3D7_12_v3-1-1136788-1136967	CHEMBL6039	25.0	8.8	0.84	1.2
Pf3D7_12_v3-1-1136788-1136967	CHEMBL1075254	24.6	8.6	1.4	1.3
Pf3D7_12_v3-1-1146355-1146549	CHEMBL1293308	28.1	13.3	0.069	0.04
Pf3D7_12_v3-1-1175977-1176174	CHEMBL2364096	23.1	9.3	5.4	0.64
Pf3D7_12_v3-1-1181974-1182276	CHEMBL2034807	29.3	16.7	0.12	0.0023
Pf3D7_12_v3-1-1181974-1182276	CHEMBL2029194	28.1	14.2	0.27	0.015
Pf3D7_12_v3-1-1181974-1182276	CHEMBL2034811	24.6	13.2	4.5	0.029
Pf3D7_12_v3-1-1182334-1182519	CHEMBL3730	29.3	6.5	0.027	6.7
Pf3D7_12_v3-1-1182697-1182900	CHEMBL1075307	25.8	14.0	0.79	0.019
Pf3D7_12_v3-1-1192066-1192236	CHEMBL5957	23.1	10.2	4.4	0.43
Pf3D7_12_v3-1-1212022-1213560	CHEMBL1781860	214	763.9	0.000000000000000000000000000000000000000000000000000000000000001	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026
Pf3D7_12_v3-1-1212022-1213560	CHEMBL2084	48.9	416.0	0.000002	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000077
Pf3D7_12_v3-1-1212022-1213560	CHEMBL1795200	104	344.6	0.000000000000000000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033
Pf3D7_12_v3-1-1212022-1213560	CHEMBL2111395	105	342.1	0.000000000000000000000004	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_12_v3-1-1227244-1227393	CHEMBL1667670	29.3	8.5	0.021	1.6
Pf3D7_12_v3-1-1230007-1230159	CHEMBL2163185	25.0	7.5	0.71	3.2
Pf3D7_12_v3-1-1234258-1234413	CHEMBL5318	23.1	15.0	2.9	0.012
Pf3D7_12_v3-1-1234675-1235058	CHEMBL3367	25.4	6.3	4.6	5.2
Pf3D7_12_v3-1-1245442-1245654	CHEMBL2015	25.0	11.2	1.7	0.19
Pf3D7_12_v3-1-1252045-1252227	CHEMBL3353	26.2	14.3	0.43	0.024
Pf3D7_12_v3-1-1257148-1258101	CHEMBL4730	38.1	16.5	0.001	0.0013
Pf3D7_12_v3-1-1259509-1262085	CHEMBL5829	43.1	219.7	0.0002	0.000000000000000000000000000000000000000000000000000000000000000023
Pf3D7_12_v3-1-1259509-1262085	CHEMBL3038478	34.7	91.4	0.097	0.000000000000000000000000014
Pf3D7_12_v3-1-1259509-1262085	CHEMBL2111410	37.0	87.1	0.014	0.00000000000000000000000028
Pf3D7_12_v3-1-128326-128802	CHEMBL5740	28.9	16.7	0.41	0.0023
Pf3D7_12_v3-1-133258-136842	CHEMBL1250369	59.3	724.8	0.000000005	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000077
Pf3D7_12_v3-1-1339651-1339833	CHEMBL6122	22.7	7.9	7.7	2.1
Pf3D7_12_v3-1-136846-137151	CHEMBL2096907	48.5	133.0	0.00000002	0.0000000000000000000000000000000000000013
Pf3D7_12_v3-1-1370260-1370433	CHEMBL3531	29.6	14.0	0.018	0.028
Pf3D7_12_v3-1-1380925-1381131	CHEMBL5340	27.3	9.4	0.22	0.62
Pf3D7_12_v3-1-1412296-1412517	CHEMBL4625	28.9	12.6	0.078	0.06
Pf3D7_12_v3-1-1412296-1412517	CHEMBL2029192	27.3	9.4	0.26	0.6
Pf3D7_12_v3-1-1414399-1426101	CHEMBL1641352	43.9	132.0	0.0006	0.0000000000000000000000000000000000000032
Pf3D7_12_v3-1-1414399-1426101	CHEMBL5172	43.1	128.1	0.001	0.000000000000000000000000000000000000048
Pf3D7_12_v3-1-1414399-1426101	CHEMBL5173	43.5	125.0	0.0009	0.00000000000000000000000000000000000041
Pf3D7_12_v3-1-1414399-1426101	CHEMBL2363135	47.4	120.4	0.00006	0.0000000000000000000000000000000000097
Pf3D7_12_v3-1-1414399-1426101	CHEMBL2363135	48.5	120.4	0.00003	0.0000000000000000000000000000000000097
Pf3D7_12_v3-1-1414399-1426101	CHEMBL3675	45.1	91.1	0.0004	0.0000000000000000000000000067
Pf3D7_12_v3-1-1414399-1426101	CHEMBL1839	48.1	80.8	0.00003	0.0000000000000000000000083
Pf3D7_12_v3-1-1414399-1426101	CHEMBL2109	51.6	75.9	0.000003	0.00000000000000000000025
Pf3D7_12_v3-1-1414399-1426101	CHEMBL269	50.4	66.2	0.000007	0.00000000000000000022
Pf3D7_12_v3-1-1414399-1426101	CHEMBL2096904	43.1	53.1	0.001	0.0000000000000019
Pf3D7_12_v3-1-141907-142224	CHEMBL5340	26.9	7.2	0.97	2.8
Pf3D7_12_v3-1-1459795-1460415	CHEMBL1907609	28.5	11.9	0.92	0.046
Pf3D7_12_v3-1-1459795-1460415	CHEMBL2390	28.5	11.7	0.91	0.052
Pf3D7_12_v3-1-1459795-1460415	CHEMBL2898	26.2	10.9	5.7	0.09
Pf3D7_12_v3-1-1467994-1468287	CHEMBL5058	29.3	13.2	0.12	0.028
Pf3D7_12_v3-1-1467994-1468287	CHEMBL1667675	27.7	12.9	0.41	0.034
Pf3D7_12_v3-1-1467994-1468287	CHEMBL2856	27.7	12.7	0.38	0.04
Pf3D7_12_v3-1-1467994-1468287	CHEMBL2529	27.7	11.5	0.42	0.091
Pf3D7_12_v3-1-1467994-1468287	CHEMBL5958	25.8	5.5	1.7	7.2
Pf3D7_12_v3-1-1467994-1468287	CHEMBL4090	25.8	5.5	1.6	7.3
Pf3D7_12_v3-1-1477306-1477467	CHEMBL3714081	25.0	12.7	0.69	0.071
Pf3D7_12_v3-1-1508950-1509147	CHEMBL5340	25.8	9.6	0.57	0.51
Pf3D7_12_v3-1-152863-153072	CHEMBL1075096	25.8	10.6	0.83	0.28
Pf3D7_12_v3-1-152863-153072	CHEMBL1909	25.8	10.5	0.65	0.3
Pf3D7_12_v3-1-1532191-1533609	CHEMBL5461	42.7	191.3	0.00007	0.000000000000000000000000000000000000000000000000000000013
Pf3D7_12_v3-1-1532191-1533609	CHEMBL2136	43.9	150.0	0.00004	0.000000000000000000000000000000000000000000043
Pf3D7_12_v3-1-154129-154320	CHEMBL5785	26.2	12.9	0.47	0.052
Pf3D7_12_v3-1-156196-156381	CHEMBL2437	25.8	11.6	0.55	0.17
Pf3D7_12_v3-1-156196-156381	CHEMBL4527	25.0	11.1	1.2	0.24
Pf3D7_12_v3-1-1589800-1590111	CHEMBL1838	26.2	10.7	1.3	0.21
Pf3D7_12_v3-1-1589800-1590111	CHEMBL2858	26.2	10.5	1.8	0.23
Pf3D7_12_v3-1-1601179-1601409	CHEMBL4444	24.3	12.6	2.9	0.067
Pf3D7_12_v3-1-1601179-1601409	CHEMBL3893	24.6	12.2	2.6	0.093
Pf3D7_12_v3-1-1619590-1619781	CHEMBL2046260	24.6	8.8	1.7	1
Pf3D7_12_v3-1-1645201-1645833	CHEMBL2111369	37.4	55.7	0.002	0.000000000000002
Pf3D7_12_v3-1-1645201-1645833	CHEMBL2363135	40.8	55.6	0.0001	0.0000000000000021
Pf3D7_12_v3-1-1645201-1645833	CHEMBL3713941	26.9	5.9	3.6	3.4
Pf3D7_12_v3-1-1690672-1690947	CHEMBL2362996	28.1	13.0	0.25	0.044
Pf3D7_12_v3-1-1690672-1690947	CHEMBL2362996	28.1	13.0	0.25	0.044
Pf3D7_12_v3-1-1690672-1690947	CHEMBL2362996	27.3	13.0	0.29	0.044
Pf3D7_12_v3-1-1690672-1690947	CHEMBL2362996	26.6	13.0	0.72	0.044
Pf3D7_12_v3-1-1700875-1701060	CHEMBL4189	26.2	10.0	0.45	0.38
Pf3D7_12_v3-1-1717447-1717704	CHEMBL3048	27.7	10.3	0.30	0.35
Pf3D7_12_v3-1-1717447-1717704	CHEMBL298	27.3	9.9	0.41	0.46
Pf3D7_12_v3-1-1719547-1725345	CHEMBL3758	37.4	12.6	0.028	0.0058
Pf3D7_12_v3-1-172123-172305	CHEMBL3359	26.9	61.9	0.23	0.000000000000000023
Pf3D7_12_v3-1-172123-172305	CHEMBL2485	30.8	61.5	0.010	0.000000000000000032
Pf3D7_12_v3-1-172123-172305	CHEMBL3535	30.4	61.5	0.011	0.000000000000000032
Pf3D7_12_v3-1-172123-172305	CHEMBL3928	30.4	61.4	0.011	0.000000000000000033
Pf3D7_12_v3-1-172123-172305	CHEMBL5613	30.4	61.4	0.012	0.000000000000000033
Pf3D7_12_v3-1-172123-172305	CHEMBL2210	30.8	61.0	0.009	0.000000000000000046
Pf3D7_12_v3-1-172123-172305	CHEMBL4191	30.4	60.3	0.011	0.000000000000000073
Pf3D7_12_v3-1-172123-172305	CHEMBL4141	28.1	59.3	0.081	0.00000000000000015
Pf3D7_12_v3-1-172123-172305	CHEMBL1075074	25.4	28.2	0.76	0.00000076
Pf3D7_12_v3-1-172705-173358	CHEMBL4190	35.0	16.8	0.010	0.0015
Pf3D7_12_v3-1-1731289-1731438	CHEMBL4586	25.8	13.5	0.36	0.042
Pf3D7_12_v3-1-1742005-1743405	CHEMBL2163177	34.3	11.1	0.055	0.065
Pf3D7_12_v3-1-1755781-1755954	CHEMBL3038474	26.9	14.3	0.20	0.023
Pf3D7_12_v3-1-1755781-1755954	CHEMBL2221	27.7	11.7	0.11	0.15
Pf3D7_12_v3-1-1755781-1755954	CHEMBL2046260	26.2	9.2	0.37	0.99
Pf3D7_12_v3-1-1778566-1779408	CHEMBL2169724	28.1	13.0	2.3	0.017
Pf3D7_12_v3-1-1778566-1779408	CHEMBL3137277	27.3	12.7	3.5	0.021
Pf3D7_12_v3-1-178129-181911	CHEMBL1075127	29.3	7.7	6.5	0.24
Pf3D7_12_v3-1-1784233-1786407	CHEMBL4697	62.0	120.5	0.0000000001	0.000000000000000000000000000000000027
Pf3D7_12_v3-1-1784233-1786407	CHEMBL1868	53.9	108.8	0.00000006	0.000000000000000000000000000000094
Pf3D7_12_v3-1-1784233-1786407	CHEMBL2010627	52.0	108.4	0.0000003	0.00000000000000000000000000000012
Pf3D7_12_v3-1-1784233-1786407	CHEMBL6041	54.3	99.8	0.00000005	0.000000000000000000000000000048
Pf3D7_12_v3-1-1784233-1786407	CHEMBL3038515	53.9	99.7	0.00000007	0.000000000000000000000000000051
Pf3D7_12_v3-1-1800559-1802052	CHEMBL266	966	1060.6	0.0	0
Pf3D7_12_v3-1-1800559-1802052	CHEMBL1795174	55.5	247.0	0.00000001	0.00000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_12_v3-1-1800559-1802052	CHEMBL3129	58.5	246.0	0.000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000027
Pf3D7_12_v3-1-1800559-1802052	CHEMBL5966	55.1	244.2	0.00000001	0.00000000000000000000000000000000000000000000000000000000000000000000000093
Pf3D7_12_v3-1-1800559-1802052	CHEMBL2719	35.4	157.2	0.018	0.00000000000000000000000000000000000000000000023
Pf3D7_12_v3-1-1800559-1802052	CHEMBL1667690	36.2	121.3	0.015	0.000000000000000000000000000000000017
Pf3D7_12_v3-1-1814254-1814439	CHEMBL4284	27.7	15.3	0.12	0.0077
Pf3D7_12_v3-1-1821916-1822128	CHEMBL4809	27.3	12.7	0.19	0.059
Pf3D7_12_v3-1-1821916-1822128	CHEMBL4194	25.4	7.6	0.91	2.4
Pf3D7_12_v3-1-1847617-1851084	CHEMBL3085612	108	722.0	0.000000000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000051
Pf3D7_12_v3-1-1859539-1863636	CHEMBL3713303	44.7	246.7	0.0001	0.00000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_12_v3-1-1868776-1868928	CHEMBL1075244	23.5	9.0	2.6	0.8
Pf3D7_12_v3-1-1883752-1887678	CHEMBL4807	154	389.3	0.000000000000000000000000000000000000008	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012
Pf3D7_12_v3-1-1883752-1887678	CHEMBL243	301	384.5	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034
Pf3D7_12_v3-1-1883752-1887678	CHEMBL5780	147	378.7	0.000000000000000000000000000000000005	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_12_v3-1-1883752-1887678	CHEMBL1932909	153	374.3	0.00000000000000000000000000000000000005	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000041
Pf3D7_12_v3-1-1883752-1887678	CHEMBL2208	150	360.6	0.0000000000000000000000000000000000006	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000055
Pf3D7_12_v3-1-1883752-1887678	CHEMBL2007628	141	359.6	0.0000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011
Pf3D7_12_v3-1-1883752-1887678	CHEMBL2667	150	354.5	0.0000000000000000000000000000000000004	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000038
Pf3D7_12_v3-1-1883752-1887678	CHEMBL1914271	154	353.9	0.00000000000000000000000000000000000001	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006
Pf3D7_12_v3-1-1883752-1887678	CHEMBL3137274	140	346.7	0.0000000000000000000000000000000009	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088
Pf3D7_12_v3-1-1883752-1887678	CHEMBL1075255	137	322.5	0.000000000000000000000000000000007	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018
Pf3D7_12_v3-1-1890736-1891035	CHEMBL2096907	33.1	10.5	0.005	0.19
Pf3D7_12_v3-1-1893178-1893471	CHEMBL4611	25.4	13.7	1.7	0.027
Pf3D7_12_v3-1-1894843-1895964	CHEMBL2311224	77.8	303.2	0.00000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000096
Pf3D7_12_v3-1-1894843-1895964	CHEMBL2176819	72.4	300.9	0.000000000000003	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000049
Pf3D7_12_v3-1-1894843-1895964	CHEMBL2221345	103	291.1	0.00000000000000000000000003	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000045
Pf3D7_12_v3-1-1894843-1895964	CHEMBL2311226	68.9	288.4	0.00000000000006	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000031
Pf3D7_12_v3-1-1894843-1895964	CHEMBL2189124	78.6	285.6	0.00000000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000022
Pf3D7_12_v3-1-1908331-1908714	CHEMBL2363965	43.5	106.3	0.000002	0.00000000000000000000000000000051
Pf3D7_12_v3-1-1908718-1909761	CHEMBL2363965	42.4	107.3	0.0001	0.00000000000000000000000000000035
Pf3D7_12_v3-1-1917547-1917795	CHEMBL4849	28.1	12.3	0.20	0.079
Pf3D7_12_v3-1-1920748-1921911	CHEMBL2062355	678	806.6	0.0	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011
Pf3D7_12_v3-1-1920748-1921911	CHEMBL5898	677	806.3	0.0	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_12_v3-1-1920748-1921911	CHEMBL2382	362	688.2	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
Pf3D7_12_v3-1-1927438-1927647	CHEMBL1229011	23.9	6.5	3.3	5.9
Pf3D7_12_v3-1-194395-194550	CHEMBL4695	23.1	6.9	3.6	5.1
Pf3D7_12_v3-1-1946905-1947117	CHEMBL202	23.9	224.6	3.6	0.00000000000000000000000000000000000000000000000000000000000000000003
Pf3D7_12_v3-1-1951459-1951626	CHEMBL3007	22.7	9.7	6.1	0.55
Pf3D7_12_v3-1-195232-195459	CHEMBL4611	35.8	51.8	0.0002	0.000000000000026
Pf3D7_12_v3-1-1956541-1956693	CHEMBL5277	21.9	13.4	7.8	0.039
Pf3D7_12_v3-1-1956541-1956693	CHEMBL4462	22.7	9.1	4.9	0.95
Pf3D7_12_v3-1-1956541-1956693	CHEMBL1075056	21.9	5.9	8.1	9.7
Pf3D7_12_v3-1-1957768-1958046	CHEMBL5945	28.5	9.0	0.19	0.76
Pf3D7_12_v3-1-1967998-1968348	CHEMBL2479	62.4	55.9	0.0000000000004	0.0000000000000017
Pf3D7_12_v3-1-1968898-1969158	CHEMBL2479	41.6	33.1	0.000003	0.000000024
Pf3D7_12_v3-1-1969738-1969992	CHEMBL2479	91.3	102.1	0.00000000000000000000001	0.0000000000000000000000000000054
Pf3D7_12_v3-1-1977862-1978935	CHEMBL1293309	33.1	219.0	0.080	0.000000000000000000000000000000000000000000000000000000000000000043
Pf3D7_12_v3-1-1977862-1978935	CHEMBL6145	30.0	204.0	0.77	0.0000000000000000000000000000000000000000000000000000000000016
Pf3D7_12_v3-1-198814-199017	CHEMBL1075307	25.8	10.3	0.78	0.35
Pf3D7_12_v3-1-1990270-1990488	CHEMBL5154	26.9	16.3	0.29	0.0043
Pf3D7_12_v3-1-2016148-2016354	CHEMBL5283	24.6	12.0	2.1	0.094
Pf3D7_12_v3-1-2029666-2029833	CHEMBL5588	30.8	12.8	0.008	0.05
Pf3D7_12_v3-1-2029666-2029833	CHEMBL6078	28.1	11.7	0.064	0.11
Pf3D7_12_v3-1-2035036-2035395	CHEMBL5989	29.6	13.3	0.11	0.042
Pf3D7_12_v3-1-2092549-2094228	CHEMBL2111410	58.2	130.8	0.000000002	0.000000000000000000000000000000000000016
Pf3D7_12_v3-1-2092549-2094228	CHEMBL2111368	40.8	73.5	0.0007	0.0000000000000000000038
Pf3D7_12_v3-1-2092549-2094228	CHEMBL2363135	35.0	64.8	0.031	0.0000000000000000016
Pf3D7_12_v3-1-2092549-2094228	CHEMBL2770	29.3	63.7	2.6	0.0000000000000000036
Pf3D7_12_v3-1-2092549-2094228	CHEMBL2111409	37.7	61.6	0.006	0.000000000000000015
Pf3D7_12_v3-1-2114194-2114394	CHEMBL2757	25.0	13.3	1.1	0.059
Pf3D7_12_v3-1-2114194-2114394	CHEMBL4393	25.0	13.2	1.1	0.063
Pf3D7_12_v3-1-2114194-2114394	CHEMBL4559	25.4	13.2	1.1	0.065
Pf3D7_12_v3-1-2125309-2126568	CHEMBL6072	46.6	152.8	0.000005	0.0000000000000000000000000000000000000000000053
Pf3D7_12_v3-1-2125309-2126568	CHEMBL2585	32.7	80.8	0.14	0.000000000000000000000036
Pf3D7_12_v3-1-2125309-2126568	CHEMBL2010623	37.0	80.7	0.007	0.00000000000000000000004
Pf3D7_12_v3-1-2125309-2126568	CHEMBL2363042	28.1	75.4	4.7	0.0000000000000000000016
Pf3D7_12_v3-1-2125309-2126568	CHEMBL5912	35.0	75.4	0.027	0.0000000000000000000016
Pf3D7_12_v3-1-2125309-2126568	CHEMBL3714029	37.0	74.8	0.006	0.0000000000000000000025
Pf3D7_12_v3-1-2125309-2126568	CHEMBL245	35.4	64.7	0.019	0.0000000000000000029
Pf3D7_12_v3-1-2125309-2126568	CHEMBL5992	28.5	59.7	3.3	0.000000000000000097
Pf3D7_12_v3-1-2125309-2126568	CHEMBL5620	28.1	40.1	4.0	0.000000000084
Pf3D7_12_v3-1-213175-214188	CHEMBL1628470	33.5	14.2	0.020	0.0062
Pf3D7_12_v3-1-2150497-2151912	CHEMBL2111404	42.4	15.8	0.0001	0.0016
Pf3D7_12_v3-1-2168413-2169756	CHEMBL2111411	48.9	93.3	0.000001	0.0000000000000000000000000048
Pf3D7_12_v3-1-2168413-2169756	CHEMBL1795109	40.4	87.4	0.0005	0.0000000000000000000000003
Pf3D7_12_v3-1-2180407-2182866	CHEMBL5005	70.5	250.1	0.0000000000005	0.000000000000000000000000000000000000000000000000000000000000000000000000017
Pf3D7_12_v3-1-2180407-2182866	CHEMBL2195	70.1	230.9	0.0000000000007	0.000000000000000000000000000000000000000000000000000000000000000000011
Pf3D7_12_v3-1-2180407-2182866	CHEMBL5009	73.6	229.5	0.00000000000007	0.000000000000000000000000000000000000000000000000000000000000000000029
Pf3D7_12_v3-1-2180407-2182866	CHEMBL5567	63.9	226.0	0.00000000006	0.00000000000000000000000000000000000000000000000000000000000000000034
Pf3D7_12_v3-1-2180407-2182866	CHEMBL1255132	68.6	221.5	0.000000000002	0.0000000000000000000000000000000000000000000000000000000000000000079
Pf3D7_12_v3-1-2180407-2182866	CHEMBL3505	55.5	176.3	0.00000003	0.00000000000000000000000000000000000000000000000000036
Pf3D7_12_v3-1-2180407-2182866	CHEMBL2364103	63.2	173.3	0.0000000001	0.0000000000000000000000000000000000000000000000000028
Pf3D7_12_v3-1-2180407-2182866	CHEMBL1250374	36.6	126.6	0.024	0.00000000000000000000000000000000000037
Pf3D7_12_v3-1-2180407-2182866	CHEMBL5913	31.6	116.2	0.68	0.00000000000000000000000000000000053
Pf3D7_12_v3-1-2180407-2182866	CHEMBL5623	35.4	115.8	0.049	0.0000000000000000000000000000000007
Pf3D7_12_v3-1-221449-221601	CHEMBL1681615	24.6	5.8	0.94	8
Pf3D7_12_v3-1-2234827-2235789	CHEMBL2529	29.3	11.1	1.2	0.073
Pf3D7_12_v3-1-2267671-2267841	CHEMBL2111370	23.9	7.2	2.1	2.8
Pf3D7_12_v3-1-2293-2475	CHEMBL3176	26.2	13.1	0.45	0.039
Pf3D7_12_v3-1-240694-240930	CHEMBL2111462	29.3	14.2	0.054	0.022
Pf3D7_12_v3-1-240694-240930	CHEMBL3799	29.3	14.2	0.054	0.022
Pf3D7_12_v3-1-243307-243549	CHEMBL1681624	23.1	11.0	8.6	0.18
Pf3D7_12_v3-1-24577-24732	CHEMBL1250403	22.3	7.2	6.5	4.6
Pf3D7_12_v3-1-302269-302475	CHEMBL1907599	26.9	7.7	0.27	2.5
Pf3D7_12_v3-1-318106-318312	CHEMBL2034794	28.5	11.8	0.081	0.14
Pf3D7_12_v3-1-321775-321924	CHEMBL1744489	28.9	13.3	0.027	0.053
Pf3D7_12_v3-1-326512-326709	CHEMBL3137275	23.5	9.6	5.1	0.61
Pf3D7_12_v3-1-333433-333675	CHEMBL5352	28.9	12.6	0.096	0.085
Pf3D7_12_v3-1-358459-358638	CHEMBL4556	25.8	10.9	0.51	0.24
Pf3D7_12_v3-1-376873-387480	CHEMBL1893	54.3	66.5	0.0000005	0.00000000000000000016
Pf3D7_12_v3-1-376873-387480	CHEMBL2998	54.3	66.4	0.0000005	0.00000000000000000017
Pf3D7_12_v3-1-376873-387480	CHEMBL4030	43.1	56.7	0.001	0.00000000000000014
Pf3D7_12_v3-1-376873-387480	CHEMBL5633	50.1	52.4	0.000009	0.0000000000000028
Pf3D7_12_v3-1-376873-387480	CHEMBL1741163	42.4	49.8	0.002	0.000000000000018
Pf3D7_12_v3-1-376873-387480	CHEMBL5618	47.4	49.7	0.00006	0.000000000000019
Pf3D7_12_v3-1-376873-387480	CHEMBL4377	46.6	46.9	0.0001	0.00000000000013
Pf3D7_12_v3-1-399595-399891	CHEMBL2223	26.9	10.1	0.75	0.38
Pf3D7_12_v3-1-400840-400989	CHEMBL6122	26.2	9.2	0.26	0.83
Pf3D7_12_v3-1-419878-420087	CHEMBL4158	25.4	13.9	1.1	0.029
Pf3D7_12_v3-1-419878-420087	CHEMBL5750	25.0	13.6	1.2	0.036
Pf3D7_12_v3-1-435703-435888	CHEMBL2970	25.4	12.8	0.78	0.068
Pf3D7_12_v3-1-441085-441249	CHEMBL5319	26.6	9.2	0.22	0.83
Pf3D7_12_v3-1-453265-453825	CHEMBL2321628	57.0	222.5	0.0000000001	0.0000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_12_v3-1-453265-453825	CHEMBL2176800	55.8	221.8	0.0000000003	0.0000000000000000000000000000000000000000000000000000000000000000021
Pf3D7_12_v3-1-453265-453825	CHEMBL2285354	63.5	216.2	0.0000000000004	0.00000000000000000000000000000000000000000000000000000000000000011
